房源编号 城市 区 方位 房屋名 大小 租赁方式 朝向 月租 计费方式 几室 几厅 几卫 入住 租期 看房 所在楼层 总楼层 电梯 车位 用水 用电 燃气 供暖
SH2315206769497866240 上海 松江 佘山 江秋新苑(公寓) 59 整租 南 2200元/月 (季付价) 2室 1厅 1卫 2019-08-17 1年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2258649191683735552 上海 徐汇 衡山路 公安大楼(徐汇) 50 整租 南 6700元/月 NULL 1室 2厅 1卫 随时入住 NULL 需提前预约 中楼层 32层 有 NULL 民水 民电 有 自采暖 
SH2301500901447172096 上海 宝山 上大 华秀雅苑 15 合租 南 1500元/月 (月付价) 3室 1厅 1卫 随时入住 1年以上 随时可 9 18层 无 NULL NULL NULL NULL NULL 
SH2292731657188278272 上海 浦东 康桥 康桥半岛(秀沿路1028弄) 25 合租 南 1700元/月 (月付价) 4室 1厅 2卫 随时入住 1年 随时可 1 3层 NULL 租用车位 NULL NULL NULL 自采暖 
SH2264492598775250944 上海 黄浦 打浦桥 东晖花苑 98 整租 南 9900元/月 (季付价) 2室 2厅 1卫 随时入住 1年以内 需提前预约 高楼层 29层 有 NULL 民水 民电 有 NULL 
SH2308566460928368640 上海 普陀 真如 曹杨八村 32 整租 南 3500元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 中楼层 5层 无 NULL 民水 民电 无 NULL 
SH2307807822072782848 上海 徐汇 徐家汇 裕德路66弄 55 整租 南/北 6300元/月 (季付价) 2室 1厅 1卫 随时入住 2年以内 需提前预约 高楼层 7层 无 NULL 民水 民电 无 NULL 
SH2300623680264478720 上海 闵行 华漕 爱博一村 30 整租 北 2000元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 高楼层 13层 有 NULL 民水 民电 无 NULL 
SH2275796287515803648 上海 静安 静安寺 南华新邨 33 整租 东南 7500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 5层 无 NULL 民水 民电 无 NULL 
SH2304969561797304320 上海 徐汇 华东理工 梅陇十村 111 整租 南 7000元/月 NULL 3室 2厅 1卫 随时入住 NULL 需提前预约 低楼层 16层 有 NULL 民水 民电 无 NULL 
SH2314442809287393280 上海 普陀 长征 运旺新村阳光世家 17 合租 南 2400元/月 (季付价) 3室 1厅 2卫 随时入住 1年 随时可 5 6层 无 租用车位 民水 民电 有 NULL 
SH2314388719190417408 上海 普陀 万里 大华颐和华城(公寓) 18 合租 北 1800元/月 (月付价) 4室 1厅 1卫 随时入住 1年 随时可 1 17层 有 租用车位 民水 民电 无 自采暖 
SH2307966088027316224 上海 静安 南京西路 威海路888弄 68 整租 西南 9000元/月 (季付价) 2室 1厅 1卫 随时入住 3年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2288907494199926784 上海 普陀 万里 万里一期 62 整租 南 4600元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2310674248793849856 上海 徐汇 康健 杜鹃园 66 整租 南 6800元/月 (季付价) 2室 1厅 1卫 随时入住 1年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2307017167709159424 上海 普陀 曹杨 曹杨三村(兰岭园) 26 整租 北 3400元/月 NULL 1室 1厅 1卫 2019-08-11 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 无 NULL 
SH2314413972129841152 上海 青浦 香花桥 都汇华庭 48 整租 南 2700元/月 NULL 2室 1厅 2卫 随时入住 NULL 需提前预约 高楼层 11层 有 NULL 民水 民电 无 自采暖 
SH2227676996765220864 上海 浦东 张江 玉兰香苑(三期) 20 合租 北 1950元/月 (月付价) 4室 1厅 4卫 随时入住 1年 随时可 1 6层 NULL 租用车位 NULL NULL NULL NULL 
SH2248267746833858560 上海 崇明 崇明新城 乔松路799弄 221 整租 南 3000元/月 NULL 3室 3厅 2卫 随时入住 NULL 需提前预约 未知 1层 无 NULL 民水 民电 无 NULL 
SH2311518771736477696 上海 黄浦 打浦桥 海华花园 89 整租 南 11000元/月 (季付价) 2室 2厅 1卫 随时入住 3年以内 需提前预约 低楼层 33层 有 NULL 民水 民电 有 自采暖 
SH2310186706134892544 上海 青浦 夏阳 青盈苑 82 整租 南 3500元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 5层 无 NULL 民水 民电 无 NULL 
SH2307221039312281600 上海 浦东 北蔡 大华锦绣华城(四街区) 16 合租 南 1300元/月 (月付价) 2室 1厅 1卫 随时入住 1年以上 随时可 6 6层 无 NULL 民水 民电 无 NULL 
SH2312783640956256256 上海 浦东 川沙 华盛名门 24 整租 南 1900元/月 (双月付价) 1室 0厅 1卫 随时入住 1年 随时可 1 11层 有 租用车位 民水 民电 有 NULL 
SH2296534545778089984 上海 松江 泗泾 塘和家园君康苑 69 整租 南 2100元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 18层 有 NULL NULL NULL NULL NULL 
SH2315153345020698624 上海 青浦 华新 徐泾北城馨浦苑 16 合租 南 1600元/月 (季付价) 3室 1厅 1卫 随时入住 6~12个月 随时可 8 18层 无 租用车位 民水 民电 有 自采暖 
SH2243344903100694528 上海 虹口 凉城 商洛小区 30 整租 南 4000元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 低楼层 6层 无 NULL 民水 民电 有 NULL 
SH2298410477543768064 上海 徐汇 康健 康健路100弄 61 整租 南 6500元/月 NULL 3室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2292835216928555008 上海 徐汇 徐家汇 乐山四五村 48 整租 南 6300元/月 (月付价) 2室 1厅 1卫 随时入住 2年以内 需提前预约 高楼层 7层 无 NULL 民水 民电 有 NULL 
SH2314964913330077696 上海 宝山 淞宝 宝山二村 9 合租 北 1530元/月 (季付价) 3室 1厅 1卫 随时入住 1年 随时可 6 6层 无 NULL 民水 民电 有 NULL 
SH2308429891907100672 上海 普陀 光新 石一小区 46 整租 南 4500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 7层 无 NULL 民水 民电 有 自采暖 
SH2295646788612259840 上海 青浦 盈浦 旭辉百合宫馆 90 整租 南 2800元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 低楼层 14层 无 NULL 民水 民电 无 NULL 
SH2309476382096769024 上海 徐汇 斜土路 大木小区 34 整租 南 5300元/月 (季付价) 1室 0厅 1卫 随时入住 3年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2312798950408585216 上海 长宁 中山公园 兴联大厦 15 合租 南 3300元/月 (月付价) 5室 2厅 3卫 随时入住 1年以上 随时可 3 25层 有 NULL 民水 民电 有 NULL 
SH2314238444920119296 上海 浦东 唐镇 东唐苑 10 合租 东 1650元/月 (月付价) 4室 1厅 2卫 随时入住 6~12个月 随时可 5 6层 NULL 免费使用 NULL NULL NULL NULL 
SH2312798958646468608 上海 长宁 中山公园 兴联大厦 15 合租 南 3300元/月 (月付价) 5室 2厅 3卫 随时入住 1年以上 随时可 3 25层 有 NULL 民水 民电 有 NULL 
SH2297738989866074112 上海 徐汇 康健 漕泾一村 59 整租 东 6500元/月 (季付价) 2室 0厅 1卫 随时入住 2年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2243481651369738240 上海 静安 静安寺 华山路803弄 54 整租 南 7400元/月 (季付价) 1室 2厅 1卫 随时入住 1年以内 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2314236182990422016 上海 黄浦 人民广场 宏泰公寓 14 合租 南 3700元/月 (月付价) 5室 1厅 2卫 随时入住 1年 随时可 19 32层 有 租用车位 民水 民电 无 NULL 
SH2297872412630319104 上海 青浦 盈浦 旭辉百合宫馆 90 整租 南 3000元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 高楼层 14层 无 NULL 民水 民电 无 NULL 
SH2122218916574142464 上海 徐汇 万体馆 金谷园 56 整租 南 6500元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 低楼层 18层 有 NULL 民水 民电 有 自采暖 
SH2313633358485127168 上海 普陀 长征 祥和名邸(公寓) 10 合租 西 2230元/月 (季付价) 4室 1厅 2卫 随时入住 1年 随时可 5 16层 NULL NULL NULL NULL NULL NULL 
SH2314962232750391296 上海 宝山 月浦 四元路20弄 12 合租 南 1590元/月 (季付价) 3室 1厅 1卫 随时入住 1年 随时可 3 6层 无 NULL 民水 民电 有 NULL 
SH2305818472786952192 上海 闵行 华漕 爱博二村 30 整租 北 2600元/月 NULL 1室 0厅 1卫 随时入住 NULL 需提前预约 低楼层 13层 有 NULL 民水 民电 无 NULL 
SH2307682537398878208 上海 黄浦 打浦桥 海华花园 90 整租 南 12000元/月 (季付价) 2室 2厅 1卫 随时入住 1年以内 需提前预约 高楼层 35层 有 NULL 民水 民电 有 自采暖 
SH2310567028878221312 上海 静安 南京西路 南京西路860弄 40 整租 北 8500元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 8层 有 NULL 民水 民电 有 NULL 
SH2307111198619353088 上海 普陀 真光 清涧六街坊 48 整租 南 4300元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2310776887607033856 上海 徐汇 徐家汇 徐虹北路28弄 36 整租 南 5800元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2283301083747196928 上海 青浦 朱家角 中信泰富朱家角新城(公寓) 90 整租 南 2000元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2298496897897472000 上海 浦东 川沙 绿都绣云里 70 整租 南 3500元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 15层 有 NULL 民水 民电 无 NULL 
SH2296298538298253312 上海 浦东 北蔡 大华锦绣华城(十四街区) 18 合租 南 1550元/月 (月付价) 3室 1厅 3卫 随时入住 1年以上 随时可 8 18层 NULL NULL NULL NULL NULL NULL 
SH2314654872810553344 上海 宝山 罗店 美罗家园美文苑 18 合租 南 1630元/月 (月付价) 1室 1厅 1卫 随时入住 1年 随时可 2 18层 有 租用车位 民水 民电 有 NULL 
SH2296869774871248896 上海 浦东 张江 川杨新苑(一期) 18 合租 北 1900元/月 (月付价) 3室 1厅 3卫 随时入住 5~12个月 随时可 5 6层 NULL NULL NULL NULL NULL NULL 
SH2308401826661408768 上海 闵行 龙柏 青杉路369号 26 整租 南 2600元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 4层 无 NULL 商水 商电 无 NULL 
SH2314272058768359424 上海 静安 江宁路 内外联公寓 38 整租 东南 5380元/月 (月付价) 1室 1厅 1卫 随时入住 6~12个月 随时可 18 20层 无 租用车位 民水 民电 有 自采暖 
SH2312260469697814528 上海 闸北 彭浦 阳景小区 35 整租 南 3300元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2273168719242854400 上海 徐汇 斜土路 炎虹路71弄 41 整租 南 5400元/月 (季付价) 1室 1厅 1卫 2019-08-18 3年以内 需提前预约 低楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2315084947356131328 上海 嘉定 菊园新区 汇丰凯苑 10 合租 北 1190元/月 (季付价) 4室 1厅 2卫 随时入住 1年 随时可 18 18层 有 租用车位 民水 民电 有 NULL 
SH2273228546124562432 上海 浦东 周浦 绿地东上海 100 整租 南/北 3600元/月 (季付价) 2室 2厅 1卫 随时入住 2年以内 需提前预约 中楼层 14层 有 NULL 民水 民电 无 NULL 
SH2235251947647008768 上海 徐汇 田林 田林十一村 30 整租 南 4700元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 低楼层 6层 无 NULL 民水 民电 有 NULL 
SH2292638019796344832 上海 浦东 周浦 小上海新城 55 整租 南 3800元/月 NULL 1室 1厅 1卫 2019-08-12 NULL 需提前预约 中楼层 12层 有 NULL 民水 民电 无 NULL 
SH2302809276596355072 上海 黄浦 打浦桥 建国大厦 72 整租 南/北 10000元/月 NULL 1室 2厅 1卫 随时入住 NULL 需提前预约 低楼层 24层 有 NULL 商水 商电 无 自采暖 
SH2305803144258387968 上海 徐汇 康健 寿祥坊 55 整租 南/北 5700元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 有 自采暖 
SH2315318611662602240 上海 嘉定 嘉定老城 清水颐园 10 合租 北 1160元/月 (季付价) 4室 1厅 1卫 随时入住 1年 随时可 1 5层 无 NULL 民水 民电 有 NULL 
SH2314431862103351296 上海 闵行 浦江 旭辉浦江国际广场 25 整租 东/东南/南/西南/西 1550元/月 (月付价) 1室 1厅 1卫 随时入住 6个月以上 随时可 4 6层 无 租用车位 商水 商电 无 NULL 
SH2300606942625931264 上海 徐汇 康健 科苑新村 58 整租 南 5500元/月 NULL 1室 1厅 1卫 2019-08-05 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2274640062472003584 上海 普陀 长征 梅六小区 42 整租 南 3700元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2306413654448275456 上海 徐汇 田林 长春小区 48 整租 南 4800元/月 (季付价) 1室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2306361257768255488 上海 闵行 莘庄 众众家园南苑 11 合租 南 1500元/月 (月付价) 4室 1厅 2卫 随时入住 1年 随时可 11 12层 有 租用车位 民水 民电 无 自采暖 
SH2293385895027679232 上海 浦东 北蔡 大华锦绣华城(四街区) 16 合租 南 2000元/月 (月付价) 4室 0厅 3卫 随时入住 1~2年 随时可 3 6层 有 NULL 民水 民电 无 NULL 
SH2313398941511073792 上海 普陀 真如 金鼎花苑 25 整租 南 3300元/月 (月付价) 1室 1厅 1卫 随时入住 6~12个月 随时可 3 6层 有 租用车位 民水 民电 有 NULL 
SH2300038218089250816 上海 徐汇 徐家汇 乐山四五村 48 整租 南 6000元/月 (季付价) 2室 0厅 1卫 随时入住 1年以内 需提前预约 中楼层 7层 无 NULL 民水 民电 有 NULL 
SH2285234091903696896 上海 普陀 真光 清涧四街坊 77 整租 南 4600元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2305851890803679232 上海 奉贤 南桥 江海二村(奉贤) 85 整租 南 1900元/月 NULL 2室 2厅 1卫 2019-08-15 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2294893519967354880 上海 黄浦 打浦桥 思南新苑 63 整租 南 12500元/月 (季付价) 1室 2厅 1卫 随时入住 1年以内 只能周末 中楼层 30层 有 NULL 民水 民电 有 自采暖 
SH2310862008162975744 上海 徐汇 斜土路 西木小区 40 整租 南 4800元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 有 NULL 
SH2310802985397264384 上海 黄浦 五里桥 新家坡园景苑 94 整租 西南 13000元/月 (季付价) 2室 2厅 1卫 随时入住 1年以内 需提前预约 高楼层 37层 有 NULL 民水 民电 有 自采暖 
SH2291309113218703360 上海 浦东 周浦 公元新村北区 52 整租 南 3200元/月 NULL 2室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 5层 无 NULL 民水 民电 无 NULL 
SH2300489713607786496 上海 松江 松江大学城 三湘四季花城 15 合租 北 1450元/月 (月付价) 4室 1厅 2卫 随时入住 8~12个月 随时可 6 14层 有 NULL 民水 民电 有 NULL 
SH2077239944237563904 上海 青浦 徐泾 罗家四队西郊新村 20 整租 南/西北 1500元/月 (月付价) 1室 0厅 1卫 随时入住 1~2年 随时可 4 4层 NULL NULL NULL NULL NULL NULL 
SH2302002299050409984 上海 黄浦 打浦桥 天天花园 133 整租 西南/西 11500元/月 (季付价) 2室 2厅 1卫 随时入住 2年以内 需提前预约 中楼层 32层 有 NULL 民水 民电 有 NULL 
SH2292467839174443008 上海 闸北 大宁 沪太路651弄 41 整租 南 3600元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 4层 无 NULL 民水 民电 有 自采暖 
SH2300573759397953536 上海 闸北 阳城 万荣小区 42 整租 南 4000元/月 NULL 1室 1厅 1卫 随时入住 NULL 一般下班后可 中楼层 6层 无 NULL 民水 民电 无 NULL 
SH2309292728389222400 上海 闵行 莘庄 名都新城（一期、二期） 19 合租 南 1758元/月 (月付价) 4室 1厅 2卫 随时入住 1年 随时可 8 19层 有 NULL 民水 民电 无 NULL 
SH2314349134263623680 上海 闵行 浦江 浦江世博家园二街坊 22 合租 南 1700元/月 (月付价) 3室 1厅 1卫 随时入住 6~12个月 随时可 3 11层 有 免费使用 民水 民电 无 NULL 
SH2242621164327542784 上海 静安 南京西路 骏豪国际 60 整租 南 9500元/月 (季付价) 1室 1厅 1卫 随时入住 2年以内 需提前预约 中楼层 29层 有 NULL 民水 民电 无 集中供暖 
SH2295340227487088640 上海 普陀 光新 新体育广场 48 整租 西 3900元/月 NULL 1室 1厅 1卫 随时入住 NULL 需提前预约 高楼层 20层 有 NULL 商水 商电 无 NULL 
SH2258408182596501504 上海 松江 松江老城 辰丰苑 72 整租 南 2000元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 高楼层 6层 无 NULL 民水 民电 无 NULL 
SH2298612120520237056 上海 普陀 长征 金沙雅苑(三期) 20 合租 北 2688元/月 (月付价) 3室 2厅 1卫 随时入住 8~12个月 需提前预约 17 18层 有 NULL 民水 民电 有 NULL 
SH2310844894421729280 上海 黄浦 淮海中路 陕西南路83弄 54 整租 南 15000元/月 NULL 1室 1厅 2卫 随时入住 NULL 一般下班后可 高楼层 4层 无 NULL 民水 民电 无 NULL 
SH2255614237919412224 上海 青浦 徐泾 龙联路208弄 15 整租 北 1520元/月 (月付价) 1室 0厅 1卫 随时入住 3个月以上 随时可 1 3层 NULL NULL NULL NULL NULL NULL 
SH2299298222167818240 上海 浦东 外高桥 高桥一村 51 整租 南/西南 3000元/月 (季付价) 2室 0厅 1卫 随时入住 1年以内 需提前预约 中楼层 5层 无 NULL 民水 民电 有 自采暖 
SH2290308248701771776 上海 松江 松江新城 江中公寓 25 合租 南 1450元/月 (季付价) 3室 1厅 1卫 随时入住 1年 随时可 1 1层 无 NULL 民水 民电 无 NULL 
SH2289698850287386624 上海 普陀 中远两湾城 中远两湾城 18 合租 西南 3000元/月 (月付价) 5室 2厅 2卫 随时入住 6~12个月 随时可 2 34层 有 NULL 民水 民电 无 NULL 
SH2291153147378540544 上海 徐汇 康健 花苑村紫竹园 40 整租 南 4600元/月 (季付价) 1室 1厅 1卫 随时入住 1年以内 需提前预约 低楼层 6层 无 NULL 民水 民电 有 集中供暖 
SH2309437254633783296 上海 浦东 惠南 红光花苑 81 整租 南 2400元/月 NULL 2室 2厅 1卫 随时入住 NULL 需提前预约 高楼层 4层 无 NULL 民水 民电 有 自采暖 
